,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card
0,https://twitter.com/Helenhistory15/status/1414606833344524289,2021-07-12 15:25:25+00:00,"Proud member of staff right here! Some of these records tell the heartbreaking stories of survival, migration, and the resilience of the Jewish refugees post Second World War https://t.co/jct21c3Ait","Proud member of staff right here! Some of these records tell the heartbreaking stories of survival, migration, and the resilience of the Jewish refugees post Second World War twitter.com/JewishMuseumLD…",1414606833344524289,"{'username': 'Helenhistory15', 'id': 1023935683071799297, 'displayname': 'Helen Atkinson', 'description': 'Historian living in London working at @JewishMuseumLDN as Operations Manager. I love researching modern Welsh history and playing rugby 🏛 she/her', 'rawDescription': 'Historian living in London working at @JewishMuseumLDN as Operations Manager. I love researching modern Welsh history and playing rugby 🏛 she/her', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 7, 30, 14, 17, 45, tzinfo=datetime.timezone.utc), 'followersCount': 190, 'friendsCount': 421, 'statusesCount': 1086, 'favouritesCount': 1946, 'listedCount': 1, 'mediaCount': 131, 'location': 'London, England', 'protected': False, 'linkUrl': 'http://thewelshhistorian.com', 'linkTcourl': 'https://t.co/9NQjxx1V1O', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1023936178737872896/3P9IdncA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1023935683071799297/1532960409', 'label': None}",0,0,0,0,1414606833344524289,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://twitter.com/JewishMuseumLDN/status/1414583885464211468'],['https://t.co/jct21c3Ait'],,,"{'url': 'https://twitter.com/JewishMuseumLDN/status/1414583885464211468', 'date': datetime.datetime(2021, 7, 12, 13, 54, 14, tzinfo=datetime.timezone.utc), 'content': 'We have been busy shedding light on forgotten refugee records from the Jews Temporary Shelter. Come and see these amazing objects for yourself! https://t.co/ohmLvuzPq3', 'renderedContent': 'We have been busy shedding light on forgotten refugee records from the Jews Temporary Shelter. Come and see these amazing objects for yourself! twitter.com/EveningStandar…', 'id': 1414583885464211468, 'user': {'username': 'JewishMuseumLDN', 'id': 117392695, 'displayname': 'Jewish Museum London', 'description': 'Explore and discover British Jewish heritage, identity and culture through our exhibitions, events and learning programmes. Book your tickets now!', 'rawDescription': 'Explore and discover British Jewish heritage, identity and culture through our exhibitions, events and learning programmes. Book your tickets now!', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2010, 2, 25, 12, 24, 9, tzinfo=datetime.timezone.utc), 'followersCount': 17659, 'friendsCount': 1978, 'statusesCount': 13069, 'favouritesCount': 5116, 'listedCount': 393, 'mediaCount': 4792, 'location': 'Camden Town, London', 'protected': False, 'linkUrl': 'http://www.jewishmuseum.org.uk', 'linkTcourl': 'https://t.co/RkFYiArM2F', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1499405213354106880/Ei2bv3aQ_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/117392695/1646321036', 'label': None}, 'replyCount': 0, 'retweetCount': 4, 'likeCount': 6, 'quoteCount': 1, 'conversationId': 1414583885464211468, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'outlinks': ['https://twitter.com/EveningStandard/status/1414110458043326466'], 'tcooutlinks': ['https://t.co/ohmLvuzPq3'], 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None}",,,,"{'longitude': -0.213503, 'latitude': 51.512805}","{'fullName': 'Camden Town, London', 'name': 'Camden Town', 'type': 'city', 'country': 'United Kingdom', 'countryCode': 'GB'}",,,
