account_name,account_id,follower_username,follower_id,follower_location
dfb_team,78270570,KouidryOmar,1542144356009779200,
dfb_team,78270570,Albert66530955,1539429995109658625,
dfb_team,78270570,moritz_scp1,1542143044018999297,
dfb_team,78270570,BrianAzoora,1542137464151851008,
dfb_team,78270570,luc_official10,1530119117600182272,Deutschland
dfb_team,78270570,xrlive_,1060630945135497216,
dfb_team,78270570,AlexandraThure1,1541834640809492480,
dfb_team,78270570,asmae_mkh,1529463254149382145,
dfb_team,78270570,NavySeal187,1542132449244766208,
dfb_team,78270570,lewisbindundu,1311936609978376192,Zambia
dfb_team,78270570,diakhate_yacoub,1542127152493199363,
dfb_team,78270570,IncrediblePrinz,1542127720691376128,
dfb_team,78270570,GebreGurum,1542100506973278208,
dfb_team,78270570,Kevin61533567,1542127190346764290,
dfb_team,78270570,Barbara16695310,1230496221669793793,
dfb_team,78270570,LordPOTSCH,1542121746773540867,
dfb_team,78270570,F63232913,1542119347635765251,
dfb_team,78270570,S04_NF,924262139220692994,
dfb_team,78270570,Stefan17468927,1542116667408502784,
dfb_team,78270570,Samanth09192958,1542116299324768257,
dfb_team,78270570,TomAmolsch,1542110443916902401,
dfb_team,78270570,chowxshawn,1068840276,
dfb_team,78270570,LukaDo97,1542106342013509633,
dfb_team,78270570,DieterSchuber13,1526937169142681610,
dfb_team,78270570,bhyry_ywsf,1542096068699111424,
dfb_team,78270570,AyamLinkingS,1542102481387274240,
dfb_team,78270570,mrmr97507949,1542102809855889410,
dfb_team,78270570,Phlmtzkt,1542103711606099969,
dfb_team,78270570,BLOVKING1,1529768720461189121,
dfb_team,78270570,angelo_schaap,1542100833222934528,
dfb_team,78270570,Mannefre,1542098861719785475,
dfb_team,78270570,thacccc1,1338171297428172800,
dfb_team,78270570,hassan68754,1542089252128935937,"القاهرة, مصر"
dfb_team,78270570,mhmd83633362,1469315344699473920,
dfb_team,78270570,TakuraMutonhor1,981601306669436928,
dfb_team,78270570,AbdouMall19,1351095516482981890,
dfb_team,78270570,lpz_melli,1542094507155619843,
dfb_team,78270570,m_wassenhoven,1541881023021064192,Mönchengladbach
dfb_team,78270570,BmkChristopher,822933623200481282,"Mubende, Uganda"
dfb_team,78270570,Rezanazad9,1529404997116510212,
dfb_team,78270570,GuidoSpenrath,1542092601649668097,
dfb_team,78270570,va_vannara,1541111112397369345,
dfb_team,78270570,il_panzi,1542089114387988481,
dfb_team,78270570,Ibrahim19980703,1492222502541701122,
dfb_team,78270570,Mekesabid31,1537716188398092291,
dfb_team,78270570,BambinoBeaufor1,1501834018517626886,
dfb_team,78270570,Umar96888,825129276546637825,Kano city  
dfb_team,78270570,ImamMulHuda3,1192768555672059906,
dfb_team,78270570,LightLucas21,1537820689126027265,
dfb_team,78270570,Geralto007,1542079309330132992,
dfb_team,78270570,whoskcr19,1542059013415788544,Albania
dfb_team,78270570,Ejike41060821,1321876436458840066,
dfb_team,78270570,KejsiRukaj,1481277913639043072,
dfb_team,78270570,lucieedo,1542069719871754241,"Thuringia, Germany"
dfb_team,78270570,omotoshomoses1,763380926206345216,"Lagos, Nigeria"
dfb_team,78270570,CiCYSi8GJbnMuTh,1538079521181618177,
dfb_team,78270570,t_vogel06,1542065179067916288,
dfb_team,78270570,Karger95,1542062833646682112,
dfb_team,78270570,qillyanaclub,1521157276198969346,
dfb_team,78270570,SnKEg3wT6SOEFwE,1417311953396158473,
dfb_team,78270570,Sun985628,1542062510227873793,
dfb_team,78270570,Alirzwaa,1542063295754117127,
dfb_team,78270570,caaroliin_,1542063145904214017,
dfb_team,78270570,MdNgala,1261291453008900101,
dfb_team,78270570,Ali618282,1542058304532250624,
dfb_team,78270570,HeinzStangier,1417046425385512962,
dfb_team,78270570,Yusufprinter10,1541912342442774528,
dfb_team,78270570,ManuelFdez2049,1358169858114945024,"La Paz, Baja California Sur"
dfb_team,78270570,Bignelo11,1429024058348343301,
dfb_team,78270570,ThaerAbdelghani,1542047165140303873,
dfb_team,78270570,AllenRyan7,1364457865,
dfb_team,78270570,Patienc94304921,1521247938894307329,
dfb_team,78270570,Ar1535495,1475040950296596480,
dfb_team,78270570,troll7609,1536652818882482177,
dfb_team,78270570,Beatthat8,1391054654885097477,"München, Bayern"
dfb_team,78270570,leohsgmtv,1542043071868698626,
dfb_team,78270570,ModanoMojo,1541177087440162816,
dfb_team,78270570,7_ance,1391063730616733700,
dfb_team,78270570,BlaiseAnyakana1,1534537916000632837,
dfb_team,78270570,Jakob_Klein_,1542033111248142337,
dfb_team,78270570,Goldhamster1000,1525874578202972163,
dfb_team,78270570,vincent13371647,1017082425728434176,kenya
dfb_team,78270570,yo_dren,959581114410176513,"Izmir, Turkey"
dfb_team,78270570,Masn80092907,1526934044356796416,
dfb_team,78270570,JoanhParker,1501101142478098432,
dfb_team,78270570,KalejaiyeSamso3,1542030991786663936,
dfb_team,78270570,Cris71936074,1542026020781441028,
dfb_team,78270570,teamoliomessi,1533700179441893378,
dfb_team,78270570,shamil03264353,1392707100573278209,
dfb_team,78270570,JannickLink,1542027453098516480,
dfb_team,78270570,Dineshraj_143,1541770813577494528,
dfb_team,78270570,AmabCollazo,3177417009,
dfb_team,78270570,KomlanAgbokou,1541382843594579971,
dfb_team,78270570,pattanatalang,1226395065838264327,Thailand
dfb_team,78270570,stheysiecg,1300535760643330049,
dfb_team,78270570,MischThorsten,1361573168868184065,
dfb_team,78270570,akaab_stephen,1305112352543707139,
dfb_team,78270570,diunhimm,1541445563073560578,
dfb_team,78270570,MamadouSanghar6,1542001305111199744,Dakar 
dfb_team,78270570,MayrPius,1542003839368298496,
dfb_team,78270570,leal0751,1540767253007716352,
dfb_team,78270570,hannahmarie2346,1542000871021678593,
dfb_team,78270570,KahediDub,1715319301,Deutschland-Niedersachsen
dfb_team,78270570,hubert_mbinga,1526549725889146880,
dfb_team,78270570,GClashon27,1426636021316395011,"São Paulo, Brasil"
dfb_team,78270570,FIGGARO7,1536316233913622530,
dfb_team,78270570,merlenjella,580222915,
dfb_team,78270570,Blazerlaser49er,1524356137310642177,
dfb_team,78270570,Holly_monyo,1540315910010839041,
dfb_team,78270570,mb342966,1541983943347552262,
dfb_team,78270570,elfatbucaro,1538171795978825729,
dfb_team,78270570,DungKimbler,1541985027235381250,
dfb_team,78270570,AhmedEl16372935,1435375603784589313,
dfb_team,78270570,SteynAiden,1457338062497853448,
dfb_team,78270570,Pabloemeterio12,1498521152783847426,Equatorial Guinea
dfb_team,78270570,OeRobinho,1235988080282255360,
dfb_team,78270570,einefreulein,1491208825730256898,"Seoul,in South Korea."
dfb_team,78270570,Grepe14771210,1541818293949829120,
dfb_team,78270570,Juani_MK,1043679688651083777,"Hoe, Ghana"
dfb_team,78270570,esporteseherois,1541951195299909632,Brazil
dfb_team,78270570,Bayern_j6,2333456748,
dfb_team,78270570,KalelBl,1480117699107713024,
dfb_team,78270570,BabacarCheikhN7,1541938135654928386,
dfb_team,78270570,XEVINKX,1304588731408461824,
dfb_team,78270570,korka_kalifa,1482867447896096774,
dfb_team,78270570,5k6Q8upWJeZIiTq,1367247220261617666,
dfb_team,78270570,Abdullah71214,1265662933054488576,
dfb_team,78270570,Dou34295415Kaba,1540509333812920320,
dfb_team,78270570,WiglesonLS,1530633730594947072,
dfb_team,78270570,Uga_m0NESY13,1500444425885003776,
dfb_team,78270570,UzunGiray,2829625565,"Munich, Bavaria"
dfb_team,78270570,Thiiaago04,1541238950043549696,"Iguatu, Brasil"
dfb_team,78270570,CheikhounaSy2,1541742703150522371,
dfb_team,78270570,hmood_1017,1535330354487238659,
dfb_team,78270570,Papanda1998,1525874732087787521,
dfb_team,78270570,BaquierRosete,924183772563673088,"Hermosillo, Sonora"
